userName,score,at,content
Herman Hidayat,5,2023-01-27 02:31:40,Happy sekali
M Khomsani,5,2023-01-27 02:31:16,Sangat Memuaskan dan Sangat Membantu.
Dedi Rizki,5,2023-01-27 02:25:18,"Best(Dedi metro,lampung)"
wayan wirawan,5,2023-01-27 02:21:28,Mantap
Ketut Sudani,5,2023-01-27 02:18:14,Mantap
agus jayadi,5,2023-01-27 02:03:41,Mantapppp....menuju digital
Andi Darman,5,2023-01-27 01:58:55,Terbaik memang kependudukan selayar
Saichu Metro01,5,2023-01-27 01:58:37,Good
Wayan Sudiasa,5,2023-01-27 01:55:48,Sempurna
harryz referee,5,2023-01-27 01:52:24,Semoga aplikasi ini membawa banyak perubahan terutama pembuatan dokumen tidak butuh lagi foto copy
Hendryco. S. Sos Ricko,5,2023-01-27 01:46:27,Bagus
wayan widnyana,5,2023-01-27 01:32:21,"Identitas kependudukan digital sangat bermanfaat untuk semua urusan, mantap"
santhy purba,5,2023-01-27 01:32:18,"Identitas kependudukan digital jembrana mantap, 👍👍"
Arista Ws,5,2023-01-27 01:18:12,Sangat membantu(arista metro lampung)
Puspita Dewi,5,2023-01-27 00:51:17,Ok banget dr DEWI METRO LAMPUNG👍🙏
Nabella Rosalina,1,2023-01-26 23:51:50,Jangan kebanyakan apl gaguna dong buang anggaran mulu ujung ujungnya tetep aja ribet dipersulit.
Awang Satriatmaka,3,2023-01-26 23:47:44,"katanya online, ko daftar harus scan barcode ke petugas"
aditya nuga,1,2023-01-26 18:13:27,"dibikin aplikasi harusnya dimudahkan tetapi malah dipersulit harus ke dukcapil , ga mutu !"
Solikhin Gray,4,2023-01-26 17:55:43,"Sebenarnya cukup bagus hanya saja kurang layanan, untuk ambil barcode nya,.... Simpel namun sangat ribet"
anggi wahyu purnomo,3,2023-01-26 13:37:35,"Dengan menggunakan aplikasi kependudukan digital, dapat mempermudah pengguna untuk melihat data kependudukannya pada saat tertentu. Semoga aman dan bermanfaat"
Roni Setiawan,1,2023-01-26 13:24:36,Cape daftarnya... Akhirnya uninstal Slewwwbew
Hakim Rifai,1,2023-01-26 13:11:10,"Di perbaiki dulu,.aplikasi masih masih jelek bgt.. ngga bisa di buka di asus zenfone max pro...android 5.0"
Bang_ Ngah,5,2023-01-26 12:50:52,Kapuas Hulu Hebat
DDA FLORIST Sungai Tambang,1,2023-01-26 12:16:54,Tidak bisa di buka Sayang sekali!!!!
Ari Myung,1,2023-01-26 12:14:34,"Aplikasi gak jelas coba .. ini mikirnya gimana ,.konsepnya mau apa ?? Bikin ribet .."
Vebri Firmansyah,5,2023-01-26 12:14:24,Kasih bintang 5 Mantap jiwa
Doni Abdul Ghani,1,2023-01-26 11:18:20,"Bukan digitalisasi namanya kalau scan barcode hrs ke dukcapil, itu nsmanya msh manual, msh ribet"
Gola Lala,1,2023-01-26 09:26:39,Mksdnya apa w suruh scand apa yng mau di scand oncom mau discand😅
Kita Sahabat,1,2023-01-26 09:08:47,"Saya pikir tidak perlu lagi ke dukcapil,tapi harus kesana ,repot juga yah..Mungkin kalau dibuat simple bagus kali ya,tanpa ke dukcapil.."
cp irwinsyah,1,2023-01-26 08:49:35,Ga paham . Abis daftar terus selfie abis itu scand barcode. Aneh. Gw mau cek tp dimintain barcode
Fathan Nizam,1,2023-01-26 08:44:52,"di HP vivo Y50 tidak bisa diinstal aplikasinya... kayaknya tidak semua HP bisa terinstal aplikasinya... tolong ini dibenahi dulu, trims..."
Lala Hi,1,2023-01-26 08:25:03,Sama saja nyuruh ke capil minta kode peripikasinya.
Dimas Saputra,5,2023-01-26 08:19:43,good
Putri Febrianti,5,2023-01-26 08:11:58,Pelayanan oke
andhini septiana,5,2023-01-26 08:11:06,Capil oke
jeremya simangunsong,5,2023-01-26 07:47:36,Mantap pelayanan disdukcapik💪💪
Rahmawati Siregar,5,2023-01-26 07:31:47,Bagus
Wildan Ali,1,2023-01-26 07:15:56,"Tidak di kirim barcode verifikasi/validasi ke nomor atau email yang sudah di daftarkan,"
Novfrita Riauly,5,2023-01-26 07:11:54,Semoga Indonesia lebih tertib dalam dokumen kependudukan.
Horlentina Saragih,5,2023-01-26 06:59:55,Sangat membantu
Popeye Kere,5,2023-01-26 06:46:39,"Mantap,,,"
Disdukcapil Depok,5,2023-01-26 06:36:17,Dukcapil mantap 👍👍👍👍❤️
Zoombie Plan,5,2023-01-26 06:06:41,Ini sangat berguna
sucitra utari,5,2023-01-26 05:33:21,Semoga bermanfaat
Wardoyo Abu Hasna,5,2023-01-26 05:30:01,Manteps
Raga Cahyono,5,2023-01-26 05:28:52,Dukcapil mantap 👍
iteung Bagja,1,2023-01-26 05:23:44,Ga bisa ah apaan aplikasi kaya gini
bagus catur,1,2023-01-26 05:21:40,"Setelah download kok susah dibuka, kalimatnya "" coba lagi - terjadi kesalahan koneksi ""... pakai wifi sama saja tetap tidak bisa dibuka, klau dibutuhkan trus tidak bisa dibuka aplikasinya jawabannya bagaimana Bpk - Ibu bagian IT programer IKD, makasih salam semangat '45"
Supri Yana,5,2023-01-26 05:14:46,Terimakasih dukcapil
Muhammad Zen,5,2023-01-26 05:14:06,Insyaallah bermanfaat
Annisa Hasna,5,2023-01-26 05:08:33,Mantap
Rama Suci,5,2023-01-26 05:03:28,Mantap
Atha Firjatullah,5,2023-01-26 04:47:23,Terimakasih dukcapil
ari musapia,1,2023-01-26 04:46:49,"Terjadi kesalahan koneksi ,tidak bisa di gunakan. Apakah tidak bisa utk android 6, utk hp kentang seperti saya😭"
Ade Ira,5,2023-01-26 04:45:48,Vaksin 3 kk blm update
T Raudha,5,2023-01-26 04:41:08,Terus berinovasi
Rosnida Chaniago,5,2023-01-26 04:39:58,Terima kasih dukcapil
Nurfitriani Apit,5,2023-01-26 04:32:53,Terimakasih dukcapil
bake asep,5,2023-01-26 04:30:53,"Good aplication , mantappp"
Murni Marietta Silalahi,5,2023-01-26 04:26:06,Baik
Sum Miati,5,2023-01-26 04:25:24,Terima kasih dukcapil
Marihot Simanungkalit,5,2023-01-26 04:25:14,Baik sekali
wasty agov,5,2023-01-26 04:25:13,Baik
Irfan Hermawan,5,2023-01-26 04:22:27,Lebih baik
edriza darwis,5,2023-01-26 04:19:21,semoga aplikasi ini berfungsi
Nenis Wati,5,2023-01-26 04:17:27,Terima kasih dukcapil
Hadi Gunawan,5,2023-01-26 04:11:52,Mantap
annur miftah,5,2023-01-26 04:09:58,Terima kasih dukcapil
Tukiman Tukiman,5,2023-01-26 04:06:40,Sangat memuaskan
Normayani Saragih,5,2023-01-26 04:03:39,Aplikasi ini sangat membantu saya
Vetras Humadi,5,2023-01-26 04:03:19,Mantap
yuliasriningsih asriningsih,5,2023-01-26 04:01:50,Alhamndulillah sangat berarti
Suryadi MN,5,2023-01-26 04:01:48,Terima kasih dukcapil
Aulia najwa,5,2023-01-26 03:53:32,Mantap
Suwandi Wandi,5,2023-01-26 03:45:33,Semoga bermanfaat aplikasi nya
Syahrul Pku,5,2023-01-26 03:45:25,Terima kasih dukcapil
Masny Situmorang,5,2023-01-26 03:43:03,Sangat membantu
Tugirin,5,2023-01-26 03:38:23,Terima kasih dukcapil
Suzaruddin Udin,5,2023-01-26 03:38:19,Semoga berfungsi
yul qamar,5,2023-01-26 03:34:20,Ok
Coach_Dee Chanel,5,2023-01-26 03:30:55,Terimakasih dukcapil
Indah warmisya,5,2023-01-26 03:29:59,Terima kasih
Arni Siburian,5,2023-01-26 03:29:46,Bagus banget... Sangat membantu... Semoga aplikasi nya berjalan lancar.
Hotma Hasibuan,5,2023-01-26 03:29:13,Sangat cepat dalam beraplikasi
Habib Hubwallah,5,2023-01-26 03:23:34,Semoga bermanfaat
supri ono,5,2023-01-26 03:22:56,Terima kasih dukcapil
Zumrohtul Husna,5,2023-01-26 03:21:02,Petugas nya baik banget
Sutarman SH,4,2023-01-26 03:20:18,aplikasi sangat mudah dan lengkap
Dinda Ayu Fahmi,5,2023-01-26 03:14:02,sip banget
Pur Nama,5,2023-01-26 03:11:16,Ramah dan sangat memuaskan
Ano Sungkono,5,2023-01-26 03:07:38,Terima kasih dukcapil
Rindra Pratama,5,2023-01-26 03:06:10,Sudah semakin canggih
Relative Chanel,5,2023-01-26 03:03:59,"Bagus untuk digitalisasi, semoga mempermudah administrasi keperluan lainnya"
wayan mulyanto,5,2023-01-26 03:03:46,Puas
Siti Rubaniah,5,2023-01-26 02:59:44,Sangat bermanfaat
syarifuddin sf,5,2023-01-26 02:57:04,Terimakasih dukcapil
Erni Ananda,5,2023-01-26 02:56:05,Mantap
DIKY WANDA SIREGAR,5,2023-01-26 02:55:36,Sangat membantu
Andi Triyanti Musdalifah,5,2023-01-26 02:52:30,Sangat membantu dalam semua pengurusan yg memerlukan identitas kependudukan
Aidil Adipratama,5,2023-01-26 02:47:24,The best
Ika Permana,5,2023-01-26 02:40:58,"Aplikasi yang Sangat inspiratif, terus dikembangkan lagi.."
Dela Adelia,5,2023-01-26 02:36:18,Saya suka
Norman Lili,5,2023-01-26 02:35:26,Mantap
Merlin Nainggolan,5,2023-01-26 02:35:08,Sangat membantu
Marsuki Suki,5,2023-01-26 02:32:17,Bail sekali
Enang Sudarna,5,2023-01-26 02:26:53,Mantap Capil Pangandaran ok
Dila Agustina,5,2023-01-26 02:25:50,Bagus
Riastiti Saputri,5,2023-01-26 02:23:20,"Awesome, semua data ada disini"
Ivan Clover,5,2023-01-26 02:18:55,Bagus kalo bisa di terapkan untuk semua pelayanan transportasi
Dhdbd Hdhf,5,2023-01-26 02:16:20,Oke mantap
yayak naka,3,2023-01-26 02:10:32,Semakin mantap
Irma Yanti,5,2023-01-26 02:09:39,Dengan adanya KTP digital sangat memudahkan mendapat informasi
Andi Aul,5,2023-01-26 02:01:53,Cukup bagus
SUPRIADI KINDIK,5,2023-01-26 02:01:04,Ok mantap
Mahmud Qadri,5,2023-01-26 01:55:11,Memuaskan dalam pelayanan
Deddy Sumeidy,1,2023-01-26 01:53:18,"Gak bisa pakai ios,ga semua kan rakyat Indonesia pakai android,dan pemerintah ga bisa maksain semua hrs pakai android,ribet amat yg udah pakai iphone hrs trus beli android,jd bawa 2 hp kemana2.tlg dong pemerintah buatkan versi untuk iphonenya"
Imelda Lahays,5,2023-01-26 01:51:44,MANtap Terbaik Pelayanan
nardy sunardy,5,2023-01-26 01:42:51,"Mantap, terkoneksi dengan semua akses"
Amazon Alexa,5,2023-01-26 01:24:05,Mantap
ANDI MARWAH,5,2023-01-26 01:17:21,Alhamdulilaj cukup Membantu
Roslinda Selayar,5,2023-01-26 01:16:16,Alhamdulillah data sudah diinput
Asep Suparman,2,2023-01-25 22:32:51,"Tidak bisa masuk tidak ada jaringan trus kuota baru beli,,padahal.provider yang manteung anteung"
Dadank Farel,5,2023-01-25 20:47:50,Sangat bermanfaat
z pictur,1,2023-01-25 17:45:36,tidk bisa dibuka trjadi kesalahan koneksi..padahal sudh coba makai data dn wifi tpi msih sma sja
Dewi Aisyah,1,2023-01-25 16:21:56,"Bisa-bisanya di android Oppo A92020 gak bisa ke buka aplikasinya 🤣🤣 ngakak nih aplikasi, emang hp gw udah sejadul itu yah. Dah lah uninstall aja byyyyy...."
MC DOMINO,1,2023-01-25 16:14:15,"Aplikasinya tidak bisa di buka ,ada notif kesalahan jaringan"
Kelvin Setyawan,1,2023-01-25 14:52:12,tolong di perbaiki kembali untuk masalah ketika masuk ke aplikasi tertampil terjadi kesalahan koneksi padahal untuk membuka sosmed lain bisa. terimakasih semoga cepat di perbaiki
Indri Sandrian234,1,2023-01-25 14:37:10,Ga bisa dibuka
gordi Salar,4,2023-01-25 14:31:42,Night
powpow channel,1,2023-01-25 14:14:14,INI BAPAK ATAU IBU MENTRI YANG BUAT APK INI WARAS?? INI MAH BUKAN ONLINE PAK BU ..SAMA AJA DATANG KE DUKCAPIL CUMA BUAT BARCODE...YANG JADI PERTANYAAN KOK BISA ORANG YANG BUAT DAN NGUSULIN APK INI JADI ASN..MASA OTAKNYA DIBAWAH PENGEMIS YANG HINA BOBROK...HADUUH GAK WARAS DAN GAK TAU MALU INI APK
nadia khasanah,5,2023-01-25 13:41:04,Mantap
Triana Kusuma Wardani,5,2023-01-25 13:15:36,Sangat berguna bagi hidupku
Chandrika Mugi Fauzan,1,2023-01-25 13:02:04,"Untuk hp oppo A37f aplikasi nya tidk bisa kebuka dan udah ganti hp pake hp samsung J2 msih tetep gak bisa kebuka padahal saya sngt membutuhkn ,kirain semua hp mudah membuka aplikasi ini menurut saya ini ribet,apa lagi untuk orang tua yg tdk mngrti akan hp,itu gimana? Ini bukan mempermudah tapi malah mempersulit,padahal tidak semua orang mngrti hp Android dan tdk semua orng punya hp Android,MENURUT SAYA INI SULIT,tolong kasih tau gimnaa saya bosa buka aplikasi ini d hp oppo A37f"
Daniel H S Silalahi,5,2023-01-25 13:00:05,Sangat mudah dalam menggunakannya
Johan Syah,3,2023-01-25 12:33:05,gak bisa masuk ke aplikasi nya
Ahmad Subhan,1,2023-01-25 12:00:59,Maaf gmanasih cara nya
Muksin,1,2023-01-25 11:45:15,Kanapa harus scan barcode ke capil dlu. Ini malah lebih meyusahkan bukan untuk memudahkan pengguna.
meikon akrama,5,2023-01-25 11:42:08,"Enkripsi nya masih SHA256, kalo bisa diganti yg post-quantum seperti dipakai cloudflare yaitu Crystals-Kyber."
Bams Singo,1,2023-01-25 11:14:58,"Aplikasi sampah. Ini kualitas kerja pegawai pemda kita, dari dulu ga pernah berubah, kalo ga pungli untuk setiap urusan atau bermasalah dengan sistem nya."
Rifai Hardiansyah,5,2023-01-25 11:10:22,SIAP ngikutin jaman biar semua serba.digital
Yasintia Nur Assami,2,2023-01-25 09:33:55,Kenapa setiap buka aplikasi nya ada tulisan terjadi kesalahan koneksi ?
RAWANG TOBACO,3,2023-01-25 09:16:38,Gak bisa ke buka situs nya
Yanu Sulistyarini,1,2023-01-25 09:09:01,Aplikasi tidak bisa dibuka...selalu tertulis kesalahan koneksi. Bagaimana cara mengatasinya???
Deden Maulana,1,2023-01-25 08:05:52,Aplikasi tidak bisa di buka.
Latif Hidayat,1,2023-01-25 07:58:16,Di s9+ aja hg bisa di buka
Nopal Izy,1,2023-01-25 07:56:08,Aplikasi apaan ini gabisa dibuka
Dandy Sakti Lenda,1,2023-01-25 07:55:30,Terjadi kesalahan koneksi ? ga bisa masuk
milah tajul,4,2023-01-25 07:38:56,Bagus
theoprawira ahmad,5,2023-01-25 07:38:45,Good
Jebpri 12,3,2023-01-25 07:19:50,"3 dulu,soalnya pas dibuka sering ada tulisan TIDAK ADA KONEKSI.."
Irvan Nugraha,1,2023-01-25 07:10:17,"kenapa tidak bisa terhubung ke internet, padahal saya sinyal wifinya bagus kecepatan, tolong di perbaiki lagi"
Agung Siswanto,5,2023-01-25 07:07:50,Bagus
Zul Fakhri,5,2023-01-25 07:00:21,Luar biasa
Dyon Rizkye,1,2023-01-25 06:51:34,"Aplikasi susah dibuka, sering terjadi kesalahan koneksi, kuota jg full, Minta tolong utk segera mencari solusi. KTP Asli malah udh diminta je."
Rahma Ikhwan,3,2023-01-25 06:29:31,kenapa yah terjadi kesalahan konekti terusss.. padahal data hp full & wifi juga bagus..
budi “byan” byantoro,1,2023-01-25 06:27:52,"jelek bgt apk nya,, negara besar bikin 1 apk yg bagus saja gak pecus"
M Tegar Ardiansyah,1,2023-01-25 06:27:49,Ga bisa dibuka kecewa banget
Ruston David,1,2023-01-25 06:23:04,Hp saya redmi note 10 pro. Setiap dibuka tertulis terjadi kesalahan koneksi
richardus ngajo,5,2023-01-25 05:57:17,Sangat baik karena semua data kita ada di sini
munir crew43,5,2023-01-25 05:55:55,"sangat bagus dan dapat memberikan ke mudah,untuk melihat KTP pribadi sendiri"
Agus Zainal Asikin,1,2023-01-25 05:50:58,Terjadi Kesalahan Koneksi
Hans Martin,1,2023-01-25 05:40:22,Gak bisa dibuka apknya. Selalu gak puas dengan aplikasi karya anak bangsa khususnya untuk pemerintahan dan kependudukan...
Eko Prasetyo,5,2023-01-25 05:36:25,"Bagus sekali ,bisa membantu"
komang widnyana putra,1,2023-01-25 05:22:17,"Apk negara kok gebug ,,gw mah PKI"
sikyugen,1,2023-01-25 05:21:29,APK KONTOL NGEBUG
Kontur Sujatmiko,1,2023-01-25 05:07:49,Kesalahan koneksi
waldy irawan,1,2023-01-25 05:00:09,Link suka susah di buka padahal sinyal bagus
Novita Sari,2,2023-01-25 04:54:34,"kok gak bisa dibuka ya, koneksi nya padahal lancar lancar aja tapi tulisannya kesalahan koneksi🙂"
chandra mr,1,2023-01-25 04:54:11,Kagak bisa di buka pakai redmi note 10 aplikasi nya error terus
Aris Budianto,3,2023-01-25 04:42:47,Tidak bisa dibuka gemasi bukanya tolong kasih tau makasih katanya kesalahan koneksi.
Murdi Jcs Commy,1,2023-01-25 04:42:46,"Gak bisa dibuka, di redmi note 10S."
Yusuf Adhanafie,1,2023-01-25 04:42:40,"Woy kek mana ini mau dibuka ga bisa malah eror terus kartu ktp ga di kasih aplikasi error terrus,bikin aplikasi ga guna!!!"
Defriansyah Rusli,5,2023-01-25 04:38:44,Kok gak bisa dibuka
Kukuh Haryanto,2,2023-01-25 04:37:38,"HATI-HATI bagi pengguna baru, ini masih perlu banyak penyempurnaan. 1. Fitur tanda tangan digital belum bisa diakses/digunakan. 2. Fitur HAPUS AKUN sebelah kiri tombol fitur GANTI PASSWORD, jangan sampai KEPENCET (iseng² tidak sengaja) karena OTOMOTIF akan kembali ke settingan awal. Shg kita harus mengulang proses regensi (SCAN QR CODE) ke kantor Disdukcapil atau Mall Pelayanan Publik. 3. Masih sering error. Muncul keterangan tulisan ""TERJADI KESALAHAN KONEKSINYA"" alais Tidak Bisa di-Akses"
Rio Poetra,1,2023-01-25 04:35:56,Gak bisa di bukak
Arifuddin Rauf,1,2023-01-25 04:27:29,"Aplikasi tidak bisa terbuka diluar kota domisili payah, kalau belum siap digital jangan keluarkan aplikasi yang membuat orang makin susah mengakses ktp sendiri. Pelajari dulu aplikasi sebelum disebar luaskan apalagi ini aplikasi pemerintah"
Surya Paloo,1,2023-01-25 03:49:41,Kenapa koq susah tolong doank di perbaikii
Alfera Wansyah,1,2023-01-25 03:41:21,"Aplilasinya ga bisa masuk.,malah di suruh Coba Lagi,Coba Lagi, Coba Lagi Dan Coba Lagi.,Jadi Seperti Orang Tolol Akunya Ya ?"
Bella Aprilia,1,2023-01-25 03:22:08,Aplikasi nya gabisa ke buka selalu koneksi jaringan pdahal jaringan nya bagus!!
Harry Krismono,5,2023-01-25 03:21:00,Kenapa koq ga bisa di buka aplikasinya
Arif Yanto,1,2023-01-25 03:18:45,"Ngurus e ktp ke capil bilang blanko abis.. Diarahin suruh pke aplikasi e ktp digital..pas di coba buka apk tulisannya ""COBA LAGI""..gk guna nih apk"
Abyan Tsaqif,2,2023-01-25 03:17:12,Uda Download tapi APK gak bisa d buka 😌 tolong donk d perbaiki....
bimantoro jati,1,2023-01-25 03:12:00,"Aplikasi bodoh, gk bisa di akses malah mempersulit masyarakat dengan scan barcode ke dukcapil dan lain lain. Anggaran yg dikeluarkan untuk membuat aplikasi ini pasti lebih mahal dibanding anggaran membuat aplikasi game terkenal, tapi mengapa sistem nya kacau sekali?????"
Adheel Naufal,1,2023-01-25 03:11:28,"Gk bisa dibuka , terjadi kesalahan koneksi ketika sedang memuat, perlu dibutuhkan stabilisasi dalam pembuatan aplikasi dan sosialisasi ke masyarakat awam dalam menggunakannya"
Hendi Budiman,1,2023-01-25 03:11:19,Tidak sesuai titak bisa cetak padahal d keteranganya bisa
alfin,1,2023-01-25 03:05:23,APLIKASI EROR DAN TIDAK BISA LOGIN SAMA SEKALI SUDAH BEBERAPA HARI
Duta channel,2,2023-01-25 03:04:48,"Makin gk jelas ini aplikasi... Awalnya bisa di buka, walaupun beberapa fitur belum bisa di akses. Sekarang malah aplikasinya yg gk bisa di buka. Wkkkkk ....aplikasi dukcapil yg sejenis ini untuk di Daerah juga sama. Susah di buka. Tujuanya bagus, tapi realisasinya yg sulitttttttttttttttttttt😡😡😡😡😡"
Marita LF,5,2023-01-25 02:58:45,"Aplikasi sangat bagus, dengan scan barcode harus ke dukcapil aman bgt jadinya"
Nuri Hemayanto,1,2023-01-25 02:55:58,"Aplikasi binatang.., kalo belom siap gak usah release dulu tolol..!! Makan gaji buta lo pada.."
Cornelia Paqita,1,2023-01-25 02:43:29,"Ko terjadi kesalahan koneksi terus, padahal sinyal bagus kuota juga masih banyak, tapi ga bisa kebuka sama sekali TOLONG DIBANTU🙏"
Alpina Alpina,1,2023-01-25 02:31:16,Haloo kenap kok aplikasi nya tidak bisa dibuka yaa padahal sudah di-update dan setiap dibuka terjadi kesalahan internet padahal jaringan baguss
Muhammad Alif,1,2023-01-25 02:26:34,"Teu tiasa kabuka agan... Terjadi kesalahan koneksi. Mksd na naon coba?? Pake WiFi anger Kitu, pke data sarua w.. aplikasi aneh ieu mh"
cr4py ch,1,2023-01-25 02:19:18,Knapa ni apk malah ksalahan koneksi mulu🤦 pas d butuh in eh kga isa dpake ni aplksi
Dean Traja,1,2023-01-25 02:18:35,Aplikasi apaan gangguan mulu tiap dibuka
Masna Sikumbang,5,2023-01-25 02:16:49,IKD sangat bagus ... inovasi baru untuk mempermudah masyarakat 👍👍👍
Galeri Azzahra,1,2023-01-25 02:14:31,"Gk bisa dibuka,, "" terjadi kesalahan koneksi coba lagi..."""
Astrid84 Ana,5,2023-01-25 02:10:28,Sangat bagus memudahkan dalam pengurusan dokumen
Mansur Umar,1,2023-01-25 01:57:06,Apk tidak berguna😡😡
Adi Satrio,3,2023-01-25 01:47:37,"Konsepnya bagus, maintenance dan pemanfaatannya kurang"
KMJ_ FEDERIK PASCORIO ANDRIAWAN,1,2023-01-25 01:41:43,"Aplikasi tidak jelas,"
Nanang Altamis,1,2023-01-25 01:36:14,"tidak bisa dibuka, kesalahan koneksi apa memang aplikasi sudah tidak digunakan lagi?"
Erwin sengeti,5,2023-01-25 01:32:15,Mantap
swan lik,1,2023-01-25 01:16:54,Gak bisa kebuka.. coba
dharma wa21,5,2023-01-25 01:09:50,mantablah..
Xavi Si Jago Merah Jr,1,2023-01-25 01:01:43,Ko gk bsa di buka sih aplikasi nyah 🤔🤔
saiful amri78,5,2023-01-25 00:59:49,Tdak bisa di buka
reza saputra,3,2023-01-25 00:42:00,Kenapa sekarang aplikasinya tidak bisa di buka padahal awalnya baik baik saja.
Emalia Batubara,1,2023-01-25 00:25:56,Udah di download eeee..gak bisa ke buka Ini
Yudi Daming,4,2023-01-25 00:15:19,"Versi trail,lite,beta?msh hrs didevelop lagi?"
Fani Periyatama,3,2023-01-25 00:12:23,Membuka aplikasi tidak bisa
Muhamad Khafesh,1,2023-01-24 23:12:10,Tidk bisa dibuka padahal ada kuota
Angga Purwanto,1,2023-01-24 22:45:15,R i b e t
Nur Likha,1,2023-01-24 22:34:33,Kenaapa gk bisa di buka padahal jaringan bagus
Mus Tafa,5,2023-01-24 18:12:16,Langkah cerdas dukcapil dalam menyikapi tuntutan zaman di era revolusi industri 4.0. agar lebih efisien dalam memverifikasi data penduduk harusnya di sederhanakan cukup dengan nomor Hp karena di operator GSM sudah ada data penduduk dan QR code di kirim aja via email atau wa jangan lagi ke capil setempat masih banyak dukcapil yang tidak menerima pendaftaran penduduk karena alasan beda dukcapil padahal kita WNI saatnya untuk menghapus aturan pindah penduduk Krn keberadaan org bisa di lacak via HP
Nsp Ewon,4,2023-01-24 16:19:04,Mantap
Wulan Yulia sari,1,2023-01-24 16:18:28,"Aplikasi tidak bisa dibuka , ada kesalahan terus kalau mau login"
Gerson Gerskn Sby,2,2023-01-24 15:09:13,Gak bisa dibuka
khairil anwar,5,2023-01-24 14:57:46,Very good
FADLY WIJAYA,1,2023-01-24 14:42:22,Aplikasi tidak berjalan
SANK PEMBURU,3,2023-01-24 14:26:49,"Aplikasinya bagus tapi masih harus scan barcode ke kecamatan setelah itu verifikasi email dll, saya rasa masih menyusahkan. Lalu apakah pemilik Aplikasi ini bertanggung jawab suatu ketika ada kebocoran Data...??? Bisa kita gugat lho jika dikemudia hari ada kebocoran data. Kekurangan dari aplikasi ini data vaksi 3 tdk muncul. Lain kali kalau membuat program jangan keburu untungnya dulu, aplikasi belum sempurna udah diluncurkan !! Kebiasaan pemerintah cepat², Mohon semua dipertimbangkan."
Tedi Wungkul,1,2023-01-24 14:12:27,Aplikasinya tdk bisa d gunakan..kesalahan koneksi terus...mohon d tingkatkan lagi
Farizal 1150,1,2023-01-24 13:37:50,Terjadi kesalahan Mulu dah
Roby Darwis,1,2023-01-24 13:36:22,"kenapa tdk mau login...setiap mau masuk terbaca kesalahan koneksi...coba lagi...berulang kali tdk bisa,mohon petunjuknya,trimakasih."
Muhamad Rizal,5,2023-01-24 13:26:22,👍👍👍⭐⭐⭐⭐⭐
jelianti naleng96,5,2023-01-24 13:20:52,Nice
Wawan Agustiawan,1,2023-01-24 13:00:14,"Aplikasinya tiba-tiba tidak bisa di buka. Selalu lost conect, pdhl internet lancar.."
Umar Latrit,5,2023-01-24 12:41:28,Sy udh download aplikasinya tp g bisa d buka
Abdillah Bramaywa Ahmad Manudipta,5,2023-01-24 12:15:26,Mantap
andrie sheva87,1,2023-01-24 11:34:52,G bisa dibuka padahal jaringan penuh
Asroel Batat,1,2023-01-24 11:31:32,kalo masih di dukcapil brfungsi aplnya ktika plg kerumah uda gk brfungsi sama skali apl gila ini🖕🖕🖕
rahmat dinata,5,2023-01-24 11:00:42,"Aplikasi yang sangat berguna,"
raden iva,5,2023-01-24 10:52:47,Memuaskan
Dea Revina,1,2023-01-24 10:43:57,Gak bisa dibuka karena server penuh/banyak yg buka aplikasi ini dari berbagai daerah. Payah nih server & kualitas aplikasinya
Alfathfirdaus G,3,2023-01-24 10:34:04,"Perbaiki lagi server dan aplikasi nya ,baru buka aplikasi erorlah ,jaringan kurang baik lah , padahal pake main game , YouTube, Netflix aman aman aja , perbaiki lah pelayanan pelayanan nya org mau cek identitas kok dipersulit."
싸이Saeful,1,2023-01-24 10:15:18,Kok seperti ga niat buat aplikasi. Ga bisa di buka. Bikin ribet. Mending datang ke. Kecamatan aja sekalian
Melda Wati,5,2023-01-24 08:21:35,Sangat berguna n memudahkan pelayanan
Ande Saputra,5,2023-01-24 08:21:07,Sangat berguna untuk bikin KTP
Lil Bil,5,2023-01-24 08:16:15,Sangat berguna untuk membuat KTP
Wiwin Sunarti,2,2023-01-24 08:07:06,Gk bisa instala
muna akip,5,2023-01-24 08:04:22,Aplikasi yang sangat sim0le tetapi sangat bermanfaat untuk seluruh data
Pengguna Google,5,2023-01-24 08:04:00,Sangat bermanfaat semoga lebih maju Disdukcapil
Ricky Wardhana,5,2023-01-24 07:59:34,"Aplikasi yang sangat baik, membantu dalam integrasi data pada satu aplikasi.. Semoga d kemudian hari fitur-fitur nya semakin bertambah.. Hatur nuhun.."
azri yusran,5,2023-01-24 07:51:42,Ok aplikasinya
Sandi Yudha Pratama,5,2023-01-24 07:49:50,"Aplikasinya bagus , semua terintegrasi 👍👍"
Vella tanti,5,2023-01-24 07:48:56,sangat membantu dalam urusan pendataan di saat terdesak..good job capil mukomuko
Eko Harry,5,2023-01-24 07:47:54,Sangat membantu
PEJUANG SYURGA Official,1,2023-01-24 07:46:16,"Katanya online,, tp buatnya tetep di capil... Angel wes angeeeelll"
Osy Moriani,5,2023-01-24 07:37:37,"Aplikasi nya bagus, simple dan sangat bermanfaat,,,"
Yompi Topia,5,2023-01-24 07:36:15,Mantul
sri rahayu sintiani,5,2023-01-24 07:36:07,Sangat baik
Ryan Aja,5,2023-01-24 06:59:30,"Sangat memudahkan urusan,,pokokny mantul"
